timestamp,pair,t1,t2,side_t1,side_t2,zscore,confidence,spread2025-07-08 06:18:58,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612638342349,-45.910003662109375
2025-07-08 06:18:59,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612515786948,-45.910003662109375
2025-07-08 06:18:59,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661265226338,-45.910003662109375
2025-07-08 06:18:59,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661265226338,-45.910003662109375
2025-07-08 06:19:01,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612630831758,-45.910003662109375
2025-07-08 06:19:01,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612535988897,-45.910003662109375
2025-07-08 06:19:02,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612633365054,-45.910003662109375
2025-07-08 06:19:02,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612593440533,-45.910003662109375
2025-07-08 06:19:04,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612623663992,-45.910003662109375
2025-07-08 06:19:04,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612522922681,-45.910003662109375
2025-07-08 06:19:05,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661273022774,-45.910003662109375
2025-07-08 06:19:05,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612599815596,-45.910003662109375
2025-07-08 06:19:07,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612560622585,-45.910003662109375
2025-07-08 06:19:07,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612571536113,-45.910003662109375
2025-07-08 06:19:07,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612560622585,-45.910003662109375
2025-07-08 06:19:07,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612560622585,-45.910003662109375
2025-07-08 06:19:09,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612672770978,-45.910003662109375
2025-07-08 06:19:09,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612515629286,-45.910003662109375
2025-07-08 06:19:09,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661259777668,-45.910003662109375
2025-07-08 06:19:10,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661259777668,-45.910003662109375
2025-07-08 06:19:11,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612473931412,-45.910003662109375
2025-07-08 06:19:11,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612658027363,-45.910003662109375
2025-07-08 06:19:12,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612627238924,-45.910003662109375
2025-07-08 06:19:12,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612627238924,-45.910003662109375
2025-07-08 06:19:12,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612627238924,-45.910003662109375
2025-07-08 06:19:14,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661262560631,-45.910003662109375
2025-07-08 06:19:14,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612630831758,-45.910003662109375
2025-07-08 06:19:15,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612552885223,-45.910003662109375
2025-07-08 06:19:15,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612718961054,-45.910003662109375
2025-07-08 06:19:15,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.503661259777668,-45.910003662109375
2025-07-08 06:19:17,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612490206661,-45.910003662109375
2025-07-08 06:19:17,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612714124455,-45.910003662109375
2025-07-08 06:19:17,GOOG-AMZN,GOOG,AMZN,buy,sell,-2.01,0.5036612536531864,-45.910003662109375
