6c90c3b899babd74633110f018db0bf5aa72db4a,DELETE,regular-file,Archive.zip,784476762,
7aec0d5815fe94f383a4e96a9ef2c9d69dc29ef4,DELETE,regular-file,Archive/hedge_fund_ai_snapshot_2025-07-07_23-11-41.zip,223952,
7aec0d5815fe94f383a4e96a9ef2c9d69dc29ef4,DELETE,regular-file,hedge_fund_ai_snapshot_2025-07-07_23-11-41.zip,223952,
